idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
9218A,-0.924622,2025-01-07T17:00:00+0000,0.0,838.0,2.8,0.4,114.0,42.8625,105.0,ISABA/IZABA,96.0,3.4,3.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,
9228J,-1.300216,2025-01-07T17:00:00+0000,0.0,635.0,2.1,0.6,191.0,42.89624,127.0,OROZ-BETELU/OROTZ-BETELU  DEPÓSITO,94.0,4.5,4.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,
9228T,-1.325557,2025-01-07T17:00:00+0000,0.0,947.0,5.6,2.4,131.0,43.007877,115.0,RONCESVALLES/ORREAGA,88.0,3.7,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
9238X,-1.117222,2025-01-07T17:00:00+0000,0.0,612.0,,,,42.7175,,NAVASCUÉS/NABASKOZE,87.0,5.3,5.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,
9244X,-1.213333,2025-01-07T17:00:00+0000,0.0,626.0,3.4,1.6,109.0,42.490833,125.0,SOS DEL REY CATÓLICO,74.0,7.2,7.2,7.9,,0.8,,,2.9,,32.0,,,,,,,,,,,,,,,,,
9245X,-1.366381,2025-01-07T17:00:00+0000,0.0,440.0,2.5,1.2,234.0,42.52139,195.0,CÁSEDA  DEPÓSITO,86.0,6.4,6.4,6.7,,,,,,,,,,,,,,,,,,,,,,,,
9252X,-1.655553,2025-01-07T17:00:00+0000,0.0,390.0,4.8,1.8,102.0,42.489166,132.0,OLITE/ERRIBERRI,76.0,7.7,7.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,
9257X,-1.516946,2025-01-07T17:00:00+0000,0.0,615.0,,,,42.970554,,ESTERIBAR  EMBALSE DE EUGI,83.0,5.5,5.8,5.8,,,,,,,,,,,,,,,,,,,,,,,,
9262P,-1.49567,2025-01-07T17:00:00+0000,0.0,585.0,7.8,5.4,144.0,42.70125,135.0,MONREAL/ELO  DEPÓSITO,75.0,6.4,6.4,6.6,,,,,,,,,,,,,,,,,,,,,,,,
9263D,-1.649869,2025-01-07T17:00:00+0000,0.0,459.0,4.1,2.7,130.0,42.77695,120.0,PAMPLONA  AEROPUERTO,75.0,7.1,7.4,7.7,962.9,0.4,6.1,1017.0,3.2,30.0,13.0,0.0,,,,,,,,,,,,,,,,
9263X,-1.532487,2025-01-07T17:00:00+0000,0.0,572.0,7.1,3.4,136.0,42.7761,100.0,ARANGUREN  ILUNDAIN,69.0,7.4,7.4,8.4,,1.3,,,2.1,,23.0,,,,,,,,,,,,,,,,,
9274X,-1.835118,2025-01-07T17:00:00+0000,0.0,432.0,10.5,3.9,138.0,42.918846,127.0,IRURTZUN,74.0,7.9,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
9280B,-1.857382,2025-01-07T17:00:00+0000,0.0,375.0,3.1,1.6,144.0,42.549446,145.0,LARRAGA,85.0,7.1,7.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,
9287A,-2.230789,2025-01-07T17:00:00+0000,0.0,1096.0,12.1,4.6,240.0,42.02646,242.0,SAN PEDRO MANRIQUE,73.0,5.6,5.6,5.9,,,,,,,,,,,,,,,,,,,,,,,,
9293X,-1.743811,2025-01-07T17:00:00+0000,0.0,371.3,4.6,2.2,256.0,42.176132,245.0,ALFARO  LA PLANA - DEPÓSITO,86.0,8.1,8.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,
9294E,-1.475169,2025-01-07T17:00:00+0000,0.0,295.0,6.7,1.9,110.0,42.198544,95.0,BARDENAS REALES  BASE AÉREA,70.0,8.4,9.3,9.4,981.7,0.7,8.0,1017.1,4.1,20.0,41.0,11.0,6.8,,,,,,0.0,,,,,,,,,
9299X,-1.723337,2025-01-07T17:00:00+0000,0.0,475.0,13.6,3.9,263.0,41.914867,277.0,TARAZONA,66.0,10.3,10.3,10.6,,,,,,,,,,,,,,,,,,,,,,,,
9301X,-1.690554,2025-01-07T17:00:00+0000,0.0,410.0,,,,41.95889,,MONTEAGUDO,62.0,10.9,10.9,11.2,,,,,,,,,,,,,,,,,,,,,,,,
9302Y,-1.609444,2025-01-07T17:00:00+0000,0.0,297.0,7.5,2.9,253.0,42.055557,272.0,TUDELA  ,65.0,11.3,11.3,11.5,,,,,,,,,,,,,,,,,,,,,,,,
9321Y,-1.132315,2025-01-07T17:00:00+0000,0.0,344.5,5.3,2.9,122.0,42.134422,127.0,EJEA DE LOS CABALLEROS  ERAS ALTAS,74.0,8.1,8.1,8.8,,,,,,,,,,,,,,,,,,,,,,,,
9336D,-0.995737,2025-01-07T17:00:00+0000,0.0,543.0,4.1,1.9,77.0,41.984173,97.0,CASTEJÓN DE VALDEJASA  DEPÓSITO,74.0,7.1,7.1,8.4,,,,,,,,,,,,,,,,,,,,,,,,
9352A,-2.140382,2025-01-07T17:00:00+0000,0.0,1000.0,10.3,6.6,221.0,41.574635,222.0,ALMAZUL,79.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
9354X,-1.895265,2025-01-07T17:00:00+0000,0.0,703.0,,,,41.293,,ALHAMA DE ARAGÓN  DEPÓSITO,64.0,8.7,8.7,9.3,,,,,,,,,,,,,,,,,,,,,,,,
9374X,-1.320827,2025-01-07T17:00:00+0000,0.0,1000.0,4.3,0.7,211.0,40.56667,132.0,SANTA EULALIA  DEL CAMPO,61.0,7.6,7.6,9.2,,,,,,,,,,,,,,,,,,,,,,,,
9381I,-1.293327,2025-01-07T17:00:00+0000,0.0,883.96,7.3,2.8,267.0,40.926113,255.0,CALAMOCHA,60.0,7.7,7.7,8.2,917.2,0.9,7.3,,0.4,20.0,15.0,9.5,5.5,,,,,,0.0,,,,,5.2,,815.5,,
9390,-1.41,2025-01-07T17:00:00+0000,0.0,774.33,5.3,2.3,233.0,41.114445,230.0,DAROCA ,60.0,8.4,8.4,8.9,,,,,,,,,,,,,,,,,,,,,,,,
9394X,-1.645297,2025-01-07T17:00:00+0000,0.0,582.0,9.6,3.2,234.0,41.33104,245.0,CALATAYUD  DEPÓSITO,55.0,10.0,10.0,10.8,950.4,0.8,8.9,1018.9,1.3,20.0,11.0,1.0,7.8,,,,,,0.0,,,,,,,,,
9427X,-1.380829,2025-01-07T17:00:00+0000,0.0,370.0,9.6,3.6,248.0,41.481113,207.0,LA ALMUNIA DE DOÑA GODINA,54.0,11.9,11.9,12.3,,,,,,,,,,,,,,,,,,,,,,,,
9434,-1.004167,2025-01-07T17:00:00+0000,0.0,249.0,3.0,1.1,51.0,41.660557,53.0,ZARAGOZA  AEROPUERTO,63.0,11.5,11.5,12.9,988.1,0.7,10.0,1018.4,4.6,,22.0,0.0,8.5,,,,,,0.0,,,,,7.6,,,,
9434P,-0.934722,2025-01-07T17:00:00+0000,0.0,258.0,2.9,1.4,315.0,41.621113,238.0,ZARAGOZA  VALDESPARTERA,58.0,11.5,11.5,12.9,987.2,0.3,9.2,1018.1,3.6,20.0,20.0,0.0,8.4,,,,,,0.0,,,,,,,,,
9436X,-1.087365,2025-01-07T17:00:00+0000,0.0,1255.0,16.8,9.0,240.0,40.995373,242.0,FONFRÍA,73.0,4.0,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
9445L,-0.392704,2025-01-07T17:00:00+0000,0.0,1800.0,,,,42.762405,,FORMIGAL  SARRIOS,87.0,-1.9,-0.3,1.6,,,,,,,,,,,,,,,,,,,,,,,49.7,
9451F,-0.275278,2025-01-07T17:00:00+0000,0.0,1850.0,5.6,2.6,255.0,42.704445,307.0,PANTICOSA  PETROSOS,88.0,-0.9,2.0,2.0,,0.9,,,0.2,,28.0,,,,,,,,,,,,,,,,2.6,
9453X,-0.319003,2025-01-07T17:00:00+0000,0.0,1100.0,3.8,0.6,123.0,42.699238,152.0,BIESCAS  EMBALSE DE BÚBAL,91.0,2.7,2.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,
9460X,-0.35556,2025-01-07T17:00:00+0000,0.0,775.0,1.7,0.7,147.0,42.51278,125.0,SABIÑÁNIGO,89.0,4.7,4.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,
9491X,-0.585964,2025-01-07T17:00:00+0000,0.0,390.0,1.7,1.0,2.0,42.029354,15.0,ALMUDÉVAR,70.0,8.3,8.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,
9495Y,-0.617331,2025-01-07T17:00:00+0000,0.0,405.0,2.6,0.1,192.0,41.796795,77.0,LECIÑENA,76.0,8.3,8.3,10.6,,,,,,,,,,,,,,,,,,,,,,,,
9501X,-0.885947,2025-01-07T17:00:00+0000,0.0,535.0,7.6,4.4,249.0,41.443134,239.0,VALMADRID,57.0,10.1,10.2,10.3,,1.1,,,,,14.0,,,,,,,,,,,,,,,,,
9510X,-0.503955,2025-01-07T17:00:00+0000,0.0,205.0,3.1,2.1,183.0,41.429173,180.0,QUINTO,66.0,10.4,10.4,12.9,,,,,,,,,,,,,,,,,,,,,,,,
9513X,-0.805655,2025-01-07T17:00:00+0000,0.0,800.0,5.9,2.5,275.0,41.031216,277.0,MUNIESA,60.0,7.8,7.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,
9531Y,-0.792778,2025-01-07T17:00:00+0000,0.0,895.0,4.2,1.3,287.0,40.82861,230.0,MONTALBÁN,54.0,8.4,8.6,8.8,,,,,,,,,,,,,,,,,,,,,,,,
9546B,-0.441907,2025-01-07T17:00:00+0000,0.0,305.0,5.4,1.9,247.0,41.171967,282.0,HÍJAR  DEPÓSITO,55.0,11.8,11.8,12.3,,,,,,,,,,,,,,,,,,,,,,,,
9550C,-0.407693,2025-01-07T17:00:00+0000,0.0,762.0,14.7,11.6,256.0,40.974358,252.0,ANDORRA  HORCALLANA,53.0,9.0,9.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,
9561X,-0.315396,2025-01-07T17:00:00+0000,0.0,755.0,4.7,2.9,280.0,40.798428,285.0,CASTELLOTE  DEPÓSITO,47.0,10.3,10.3,10.7,,,,,,,,,,,,,,,,,,,,,,,,
9562X,-0.101819,2025-01-07T17:00:00+0000,0.0,990.0,3.7,1.6,283.0,40.621662,280.0,MORELLA - PASEO ALAMEDA,55.0,7.5,7.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,
9563X,-0.186663,2025-01-07T17:00:00+0000,0.0,1220.0,,,,40.498608,,CASTELLFORT,37.0,6.0,6.0,7.3,,,,,-7.5,,,,,,,0.0,,,,,,,,,,,,
9569A,-0.237653,2025-01-07T17:00:00+0000,0.0,466.0,3.6,1.2,133.0,40.946556,265.0,CALANDA,54.0,10.2,10.6,11.5,963.7,0.2,9.0,1018.9,1.7,20.0,35.0,0.0,7.8,,,,,,0.0,,,,,,,,,
9573X,-0.141596,2025-01-07T17:00:00+0000,0.0,334.0,1.6,0.0,0.0,41.058037,305.0,ALCAÑIZ,61.0,9.8,9.8,12.1,,0.2,,,2.7,,1.0,,,,,,,,,,,,,,,,,
9574B,-0.068611,2025-01-07T17:00:00+0000,0.0,215.0,5.5,2.5,268.0,41.2425,290.0,CASPE  PLANA DEL PILÓN,47.0,12.3,12.3,13.4,992.6,0.3,9.3,1018.3,1.3,20.0,7.0,0.0,7.5,,,,,,0.0,,,,,,,,,
9585,1.939446,2025-01-07T17:00:00+0000,0.0,1699.12,3.1,2.0,102.0,42.3325,138.0,LA MOLINA,76.0,-1.0,-1.0,-0.1,825.9,0.6,-0.6,,,20.0,20.0,0.0,1.2,,,,,116.0,0.0,2.1,0.4,23.0,,1.7,,,2.0,
9590,1.693256,2025-01-07T17:00:00+0000,0.0,1038.0,7.4,2.0,247.0,42.362118,212.0,MARTINET,63.0,5.1,5.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,
9590D,1.6675,2025-01-07T17:00:00+0000,,1940.0,3.1,0.5,268.0,42.43028,153.0,CAP DE REC,85.0,-2.1,-2.1,-0.7,,0.5,,,-4.2,,78.0,,,,,,,,,,,,,,,,0.0,
9650X,1.108615,2025-01-07T17:00:00+0000,0.0,400.0,,,,41.88139,,ARTESA DE SEGRE,60.0,8.0,8.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,
9677,1.214647,2025-01-07T17:00:00+0000,,2410.0,0.0,0.0,0.0,42.410007,0.0,PORT AINE  L?ORRI,99.0,-5.2,-4.1,-4.1,,0.0,,,-4.2,,0.0,,,,,,,,,,,,,,,,12.7,
9689X,0.990837,2025-01-07T17:00:00+0000,0.0,1273.0,,,,42.466385,,CABDELLA-CENTRAL,80.0,3.0,3.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,
9698U,0.864722,2025-01-07T17:00:00+0000,0.0,807.0,6.0,1.6,300.0,42.204723,245.0,TALARN,,,,,922.9,,-0.5,,,,,0.0,3.7,0.0,0.0,,,,,,,,,,,,,
9707,0.907217,2025-01-07T17:00:00+0000,0.0,515.0,3.0,0.7,359.0,42.06694,222.0,LLIMIANA,51.0,7.6,7.6,9.4,,,,,,,,,,,,,,,,,,,,,,,,
9718X,1.223051,2025-01-07T17:00:00+0000,0.0,463.0,7.2,3.9,258.0,41.68111,270.0,TORDERA - GRANYANELLA,70.0,7.5,7.5,8.4,,,,,,,,,,,,,,,,,,,,,,,,
9724X,0.756111,2025-01-07T17:00:00+0000,0.0,520.0,6.6,1.5,289.0,41.873333,260.0,OS DE BALAGUER,63.0,7.9,7.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,
9726E,1.309439,2025-01-07T17:00:00+0000,0.0,657.0,8.3,1.9,311.0,41.55722,297.0,LLORAC,68.0,6.3,6.3,7.1,,,,,,,,,,,,,,,,,,,,,,,,
9729X,0.866659,2025-01-07T17:00:00+0000,0.0,252.0,3.7,1.4,267.0,41.616943,265.0,MOLLERUSSA,69.0,9.3,9.3,10.7,,,,,,,,,,,,,,,,,,,,,,,,
9744B,0.798893,2025-01-07T17:00:00+0000,0.0,1089.0,1.9,0.3,97.0,42.50333,245.0,BARRUERA,78.0,2.1,2.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
9751,0.746943,2025-01-07T17:00:00+0000,0.0,760.0,5.2,2.3,109.0,42.31861,190.0,SOPEIRA,72.0,5.7,5.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,
9756X,0.479998,2025-01-07T17:00:00+0000,0.0,765.0,3.4,1.2,318.0,42.1125,280.0,BENABARRE,71.0,6.0,6.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,
9771C,0.598058,2025-01-07T17:00:00+0000,0.0,185.83,2.7,0.7,339.0,41.626106,300.0,LLEIDA,58.0,11.0,11.0,12.0,994.1,0.2,8.1,1018.5,3.0,20.0,25.0,0.0,8.1,,,,,,0.0,,,,,9.0,,,,
9772X,0.913608,2025-01-07T17:00:00+0000,0.0,673.0,,,,41.366116,,LA POBLA DE CERVOLES,67.0,6.8,6.8,7.6,,,,,,,,,,,,,,,,,,,,,,,,
9775X,0.67833,2025-01-07T17:00:00+0000,0.0,392.0,,,,41.41361,,EL SOLERÀS,70.0,8.6,8.6,9.1,,,,,,,,,,,,,,,,,,,,,,,,
9784P,0.224707,2025-01-07T17:00:00+0000,0.0,992.0,2.8,0.7,296.0,42.629967,316.0,BIELSA,91.0,1.8,1.8,3.6,902.8,0.3,0.6,,0.4,20.0,63.0,0.0,2.3,,,,,,0.0,,,,,,,795.5,,
9808X,0.138052,2025-01-07T17:00:00+0000,0.0,610.0,6.7,2.4,231.0,42.421665,235.0,AÍNSA-SOBRARBE  LA SERRETA-DEPÓSITO,76.0,6.9,6.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,
9812M,-0.099133,2025-01-07T17:00:00+0000,,1206.0,1.8,0.0,0.0,42.655342,267.0,PARADOR ORDESA-PARQUE NACIONAL ORDESA Y MONTEPERDI,97.0,1.9,1.9,2.4,879.0,0.3,,1018.5,1.5,,4.0,,,,,,,,,,,,,,,,,
9814I,-0.124444,2025-01-07T17:00:00+0000,0.0,1905.0,4.3,1.4,305.0,42.656113,182.0,TORLA-ORDESA  EL CEBOLLAR,100.0,-2.3,-1.9,-1.9,,0.7,,,,,63.0,,,,,,,,,,,,,,,,13.7,
9814X,-0.111944,2025-01-07T17:00:00+0000,0.0,1076.0,2.4,0.5,39.0,42.63759,182.0,TORLA-ORDESA  DEPÓSITO,90.0,3.1,3.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,
9838B,0.520556,2025-01-07T17:00:00+0000,0.0,1120.0,1.7,0.3,359.0,42.599445,115.0,BENASQUE,84.0,1.1,1.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,
9839V,0.543056,2025-01-07T17:00:00+0000,0.0,2374.4,7.6,4.6,208.0,42.555,197.0,CERLER  COGULLA,84.0,-3.5,-2.7,-1.7,,1.6,,,-5.1,,27.0,,,,,,,,,,,,,,,,9.7,
9843A,0.434167,2025-01-07T17:00:00+0000,0.0,825.0,2.7,0.5,103.0,42.476948,202.0,SEIRA,80.0,4.2,4.2,6.7,,,,,,,,,,,,,,,,,,,,,,,,
9855E,0.466105,2025-01-07T17:00:00+0000,0.0,600.0,4.3,1.9,259.0,42.20139,232.0,CAPELLA  LAGUARRES,66.0,7.2,7.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,
9866C,0.140556,2025-01-07T17:00:00+0000,0.0,305.0,6.0,1.9,294.0,42.02139,280.0,BARBASTRO,60.0,9.9,9.9,10.3,,,,,,,,,,,,,,,,,,,,,,,,
9894Y,-0.160778,2025-01-07T17:00:00+0000,0.0,300.0,2.7,1.7,333.0,41.799297,325.0,SARIÑENA  DEPÓSITO,65.0,8.6,8.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,
9898,-0.325555,2025-01-07T17:00:00+0000,0.0,546.0,1.8,0.5,285.0,42.084557,328.0,HUESCA  AEROPUERTO,76.0,7.1,7.1,7.9,952.5,0.3,6.0,1018.7,3.2,,66.0,0.0,5.3,,,,,,0.0,,,,,5.3,,,,
9901X,-0.394996,2025-01-07T17:00:00+0000,0.0,463.0,,,,42.13889,,HUESCA,66.0,8.4,8.4,8.9,,,,,,,,,,,,,,,,,,,,,,,,
9908X,-0.333059,2025-01-07T17:00:00+0000,0.0,380.0,2.8,0.9,275.0,41.77389,12.0,LANAJA  DEPÓSITO,67.0,8.3,8.3,9.4,,,,,,,,,,,,,,,,,,,,,,,,
9911X,0.187782,2025-01-07T17:00:00+0000,0.0,178.0,2.5,1.7,324.0,41.619446,252.0,BALLOBAR  DEPÓSITO,56.0,11.3,11.3,12.4,,,,,,,,,,,,,,,,,,,,,,,,
9918Y,0.376949,2025-01-07T17:00:00+0000,0.0,218.0,3.3,1.6,295.0,41.780834,295.0,TAMARITE DE LITERA  LA MELUSA,61.0,10.3,10.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,
9924X,0.355555,2025-01-07T17:00:00+0000,0.0,170.0,3.7,0.7,198.0,41.52472,245.0,FRAGA,57.0,11.9,11.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,
9935X,0.146389,2025-01-07T17:00:00+0000,0.0,483.0,2.8,0.3,186.0,40.873337,200.0,VALDERROBRES ,67.0,9.4,9.4,10.9,,,,,,,,,,,,,,,,,,,,,,,,
9946X,0.311668,2025-01-07T17:00:00+0000,0.0,495.0,,,,40.953056,,HORTA DE SANT JOAN,55.0,10.1,10.1,10.8,,,,,,,,,,,,,,,,,,,,,,,,
9947X,0.353329,2025-01-07T17:00:00+0000,0.0,370.0,5.5,1.4,252.0,41.17722,267.0,MASSALUCA,57.0,10.3,10.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,
9961X,0.735283,2025-01-07T17:00:00+0000,0.0,363.0,2.3,0.7,110.0,41.249443,200.0,CABACÉS,63.0,9.8,9.8,11.3,,,,,,,,,,,,,,,,,,,,,,,,
9981A,0.493333,2025-01-07T17:00:00+0000,0.0,49.92,3.8,2.1,207.0,40.82028,205.0,TORTOSA,56.0,12.9,12.9,15.1,1013.2,0.4,11.3,1018.1,4.3,20.0,11.0,0.0,10.8,,,,,,0.0,,,,,11.0,,,,
9988B,0.973793,2025-01-07T17:00:00+0000,,2467.0,9.2,3.5,255.0,42.69196,298.0,CAP DE VAQUEIRA,87.0,-1.6,-1.2,-1.1,752.0,1.0,,,-3.0,,17.0,,,,,,,,,,,,,,,,48.0,
9990X,0.876944,2025-01-07T17:00:00+0000,0.0,1161.0,2.9,0.8,54.0,42.70028,69.0,ARTIES,91.0,1.3,1.5,2.3,,,,,0.2,,,,,,,38.0,,,,,,,,,,,,
9994X,0.689719,2025-01-07T17:00:00+0000,0.0,722.0,5.9,2.2,230.0,42.776108,237.0,BOSSOST-CENTRAL,84.0,5.1,5.2,6.3,,,,,,,,,,,,,,,,,,,,,,,,
9995Y,-1.300831,2025-01-07T17:00:00+0000,0.0,334.0,15.8,5.4,188.0,43.091114,190.0,VALCARLOS/LUZAIDE,62.0,10.6,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
9998X,-1.494444,2025-01-07T17:00:00+0000,0.0,1006.0,11.7,6.2,267.0,40.92139,265.0,BELLO,70.0,5.8,5.8,6.7,,,,,,,,,,,,,,,,,,,,,,,,
B013X,2.885828,2025-01-07T17:00:00+0000,0.0,490.0,3.1,0.2,169.0,39.823338,218.0,LLUC,94.0,5.7,5.7,6.7,,,,,4.8,,,,,,,8.0,,,,,,,,,,,,
B051A,2.691486,2025-01-07T17:00:00+0000,0.0,5.0,4.3,2.7,191.0,39.795555,193.0,SÓLLER,72.0,12.9,12.9,14.5,,0.6,,,8.0,,10.0,,,,,,,,,,,,,,,,,
B087X,2.512777,2025-01-07T17:00:00+0000,0.0,60.0,6.6,2.7,230.0,39.689167,227.0,BANYALBUFAR ,61.0,13.0,13.0,13.4,,,,,,,,,,,,,,,,,,,,,,,,
B103B,2.368936,2025-01-07T17:00:00+0000,0.0,52.0,5.4,1.5,287.0,39.57947,309.0,ANDRATX - SANT ELM,65.0,12.9,13.1,13.2,1013.1,1.0,,,,,54.0,,,,,,,,,,,,,,,,,
B158X,2.466476,2025-01-07T17:00:00+0000,0.0,50.0,6.2,2.9,245.0,39.551468,237.0,ES CAPDELLÀ- SON VIC NOU ,65.0,12.9,12.9,13.7,,,,,,,,,,,,,,,,,,,,,,,,
B228,2.625268,2025-01-07T17:00:00+0000,0.0,3.0,5.9,1.4,246.0,39.554256,248.0,PALMA-PORTOPÍ,61.0,14.0,14.0,14.9,1018.7,,,1019.0,6.5,,,,,,,59.0,,,,,,,,,,,,
B228D,2.638889,2025-01-07T17:00:00+0000,,7.0,8.4,6.3,234.0,39.5525,213.0,PALMA DIC DE L?OEST,,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,
B236C,2.643755,2025-01-07T17:00:00+0000,0.0,95.0,4.5,1.2,228.0,39.642162,202.0,PALMA-UNIVERSITAT,68.0,10.4,10.4,13.1,,,,,,,,,,,,,,,,,,,,,,,,
B248,2.713058,2025-01-07T17:00:00+0000,0.0,1030.0,11.3,5.9,249.0,39.734997,249.0,SIERRA DE ALFABIA,45.0,5.9,7.0,7.0,,,,,-4.2,,,,,,,189.0,,,,,,,,,,,,
B275E,2.706667,2025-01-07T17:00:00+0000,0.0,47.0,7.3,2.1,180.0,39.60583,184.0,SON BONET  AEROPUERTO,62.0,12.8,12.9,14.5,1013.3,0.5,,,5.8,,9.0,,,,,,,,,,,,,,,,,
B278,2.736706,2025-01-07T17:00:00+0000,0.0,5.1,8.2,5.2,250.0,39.5608,250.0,PALMA DE MALLORCA/SON SANT JOAN,62.0,13.1,13.2,14.5,1018.7,0.4,12.6,1022.0,6.1,,3.0,19.0,,,,,,,,,,,,,,,,
B301,2.785002,2025-01-07T17:00:00+0000,0.0,113.0,8.0,4.7,257.0,39.379723,265.0,LLUCMAJOR-RADAR,67.0,12.6,12.6,13.6,,,,,,,,,,,,,,,,,,,,,,,,
B334X,2.891662,2025-01-07T17:00:00+0000,0.0,140.0,,,,39.495556,,LLUCMAJOR II,78.0,11.0,11.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,
B341X,3.005556,2025-01-07T17:00:00+0000,0.0,149.4,7.0,2.5,254.0,39.50611,232.0,PORRERES-SA MESQUIDA,72.0,11.4,11.4,12.7,,,,,,,,,,,,,,,,,,,,,,,,
B362X,3.064166,2025-01-07T17:00:00+0000,0.0,40.0,5.3,1.0,230.0,39.405834,257.0,CAMPOS-CAN SION ,76.0,11.4,11.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,
B398A,2.936671,2025-01-07T17:00:00+0000,0.0,164.66,10.4,5.0,269.0,39.135487,251.0,CABRERA  PARQUE NACIONAL DE CABRERA,63.0,12.8,12.9,13.8,999.2,1.6,,,6.1,,25.0,,,,,,,,,,,,,,,,,
B410B,3.145785,2025-01-07T17:00:00+0000,0.0,45.0,6.2,2.7,304.0,39.340054,317.0,SANTANYÍ,73.0,11.7,11.7,14.0,1014.7,0.6,,,,,13.0,,,,,,,,,,,,,,,,,
B434X,3.271687,2025-01-07T17:00:00+0000,0.0,17.0,6.6,3.2,266.0,39.414555,259.0,PORTOCOLOM,67.0,13.0,13.0,14.9,1017.0,0.9,11.6,1019.1,7.0,20.0,10.0,17.0,12.7,,,,,,0.0,,,,,,,,,
B496X,3.383603,2025-01-07T17:00:00+0000,0.0,25.0,6.6,3.6,282.0,39.630276,267.0,SON SERVERA-CAN PEP MONJO,63.0,13.2,13.2,13.9,,,,,,,,,,,,,,,,,,,,,,,,
B526X,3.351112,2025-01-07T17:00:00+0000,0.0,110.0,,,,39.68861,,ARTÀ-MOLI D?EN LEU ,64.0,11.6,11.6,14.5,,,,,,,,,,,,,,,,,,,,,,,,
B569X,3.478002,2025-01-07T17:00:00+0000,0.0,57.0,6.0,1.4,248.0,39.716694,253.0,CAPDEPERA-FARO,47.0,13.8,13.9,15.8,,,,,2.7,,,,,,,63.0,,,,,,,,,,,,
B603X,3.278571,2025-01-07T17:00:00+0000,0.0,99.0,,,,39.723183,,COLÒNIA SANT PERE-CAN MENGOL,66.0,12.2,12.2,13.3,,,,,,,,,,,,,,,,,,,,,,,,
B605X,3.104721,2025-01-07T17:00:00+0000,0.0,2.0,4.3,2.5,188.0,39.796665,200.0,MURO-S?ALBUFERA ,67.0,12.1,12.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,
B614E,3.21778,2025-01-07T17:00:00+0000,0.0,100.0,6.3,3.4,228.0,39.556824,232.0,MANACOR-POLIESPORTIU,74.0,11.5,11.5,13.1,,,,,,,,,,,,,,,,,,,,,,,,
B640X,3.1212,2025-01-07T17:00:00+0000,0.0,94.9,6.1,1.7,228.0,39.616463,225.0,PETRA,72.0,11.7,11.7,13.6,,0.5,,,6.8,,18.0,,,,,,,,,,,,,,,,,
B644B,3.002128,2025-01-07T17:00:00+0000,0.0,120.0,5.8,2.8,229.0,39.643265,232.0,SINEU-POLIESPORTIU,71.0,11.9,11.9,13.4,,,,,,,,,,,,,,,,,,,,,,,,
B656A,2.800156,2025-01-07T17:00:00+0000,0.0,121.0,6.7,3.8,240.0,39.652473,238.0,SANTA MARÍA,63.0,12.3,12.3,13.8,1004.3,0.9,,,,,12.0,,,,,,,,,,,,,,,,,
B662X,2.873775,2025-01-07T17:00:00+0000,0.0,105.0,7.7,4.3,225.0,39.677963,237.0,BINISSALEM-SA VINYOTA,69.0,11.6,11.6,13.5,,,,,,,,,,,,,,,,,,,,,,,,
